sample	patient	Cell_type	plate_id	neoplastic	tissue	tsne_cluster	well
SRR3937137	BT_S4	Immune cell	1001000246	Regular	Tumor	8	F9
SRR3937138	BT_S4	Neoplastic	1001000246	Neoplastic	Tumor	11	H9
SRR3937139	BT_S4	Vascular	1001000246	Regular	Tumor	6	A4
SRR3937140	BT_S4	Neoplastic	1001000246	Neoplastic	Tumor	11	C8
SRR3937141	BT_S4	Immune cell	1001000246	Regular	Tumor	8	G1
SRR3937142	BT_S4	Neoplastic	1001000246	Neoplastic	Tumor	11	E9
SRR3937143	BT_S4	Vascular	1001000246	Regular	Tumor	3	B4
SRR3937144	BT_S4	Immune cell	1001000246	Regular	Tumor	8	D2
SRR3937145	BT_S4	Immune cell	1001000246	Regular	Tumor	8	D8
SRR3937146	BT_S4	Immune cell	1001000246	Regular	Tumor	8	F4
SRR3937147	BT_S4	Immune cell	1001000246	Regular	Tumor	8	G11
SRR3937148	BT_S4	Neoplastic	1001000246	Neoplastic	Tumor	11	A2
SRR3937149	BT_S4	Immune cell	1001000246	Regular	Tumor	8	F2
SRR3937150	BT_S4	Immune cell	1001000246	Regular	Tumor	8	B10
SRR3937151	BT_S4	Immune cell	1001000246	Regular	Tumor	8	B8
SRR3937152	BT_S4	Immune cell	1001000246	Regular	Tumor	8	E7
SRR3937153	BT_S4	Vascular	1001000246	Regular	Tumor	3	C6
SRR3937154	BT_S4	Immune cell	1001000246	Regular	Tumor	8	H8
SRR3937155	BT_S4	Vascular	1001000246	Regular	Tumor	3	E11
SRR3937156	BT_S4	Neoplastic	1001000246	Neoplastic	Tumor	11	B2
SRR3937157	BT_S4	Immune cell	1001000246	Regular	Tumor	8	C1
SRR3937158	BT_S4	Immune cell	1001000246	Regular	Tumor	8	C12
SRR3937159	BT_S4	Neoplastic	1001000246	Neoplastic	Tumor	11	D4
SRR3937160	BT_S4	Immune cell	1001000246	Regular	Tumor	8	H10
SRR3937161	BT_S4	Immune cell	1001000246	Regular	Tumor	8	C10
SRR3937162	BT_S4	Neoplastic	1001000246	Neoplastic	Tumor	11	G4
SRR3937163	BT_S4	Immune cell	1001000246	Regular	Tumor	8	A8
SRR3937164	BT_S4	Neoplastic	1001000246	Neoplastic	Tumor	11	A1
SRR3937165	BT_S4	Immune cell	1001000246	Regular	Tumor	8	F5
SRR3937166	BT_S4	Neoplastic	1001000246	Neoplastic	Tumor	11	B9
SRR3937167	BT_S4	Immune cell	1001000246	Regular	Tumor	8	F11
SRR3937168	BT_S4	Immune cell	1001000246	Regular	Tumor	8	G6
SRR3937169	BT_S4	Immune cell	1001000246	Regular	Tumor	8	A6
SRR3937170	BT_S4	Immune cell	1001000246	Regular	Tumor	8	E4
SRR3937171	BT_S4	Immune cell	1001000246	Regular	Tumor	8	A10
SRR3937172	BT_S4	Immune cell	1001000246	Regular	Tumor	8	C5
SRR3937173	BT_S4	Neoplastic	1001000246	Neoplastic	Tumor	11	B7
SRR3937174	BT_S4	Neoplastic	1001000246	Neoplastic	Tumor	11	D6
SRR3937175	BT_S4	Immune cell	1001000246	Regular	Tumor	8	D1
SRR3937176	BT_S4	Immune cell	1001000246	Regular	Tumor	8	D11
SRR3937177	BT_S4	Immune cell	1001000247	Regular	Tumor	8	E5
SRR3937178	BT_S4	Immune cell	1001000247	Regular	Tumor	8	F3
SRR3937179	BT_S4	Neoplastic	1001000247	Neoplastic	Tumor	11	G3
SRR3937180	BT_S4	Immune cell	1001000247	Regular	Tumor	8	H6
SRR3937181	BT_S4	Immune cell	1001000247	Regular	Tumor	8	D2
SRR3937182	BT_S4	Immune cell	1001000247	Regular	Tumor	8	E11
SRR3937183	BT_S4	Immune cell	1001000247	Regular	Tumor	8	G11
SRR3937184	BT_S4	Neoplastic	1001000247	Neoplastic	Tumor	11	F10
SRR3937185	BT_S4	Immune cell	1001000247	Regular	Tumor	8	H2
SRR3937186	BT_S4	Immune cell	1001000247	Regular	Tumor	8	G5
SRR3937187	BT_S4	Immune cell	1001000247	Regular	Tumor	8	E8
SRR3937188	BT_S4	Immune cell	1001000247	Regular	Tumor	8	H8
SRR3937189	BT_S4	Neoplastic	1001000247	Neoplastic	Tumor	11	G7
SRR3937190	BT_S4	OPC	1001000247	Regular	Tumor	9	C9
SRR3937191	BT_S4	Immune cell	1001000247	Regular	Tumor	8	F11
SRR3937192	BT_S4	Immune cell	1001000247	Regular	Tumor	8	D6
SRR3937193	BT_S4	Immune cell	1001000247	Regular	Tumor	8	G12
SRR3937194	BT_S4	Immune cell	1001000247	Regular	Tumor	8	H9
SRR3937195	BT_S4	Immune cell	1001000247	Regular	Tumor	8	C6
SRR3937196	BT_S4	Immune cell	1001000247	Regular	Tumor	8	G6
SRR3937197	BT_S4	Neoplastic	1001000247	Neoplastic	Tumor	11	H5
SRR3937198	BT_S4	Immune cell	1001000247	Regular	Tumor	8	G10
SRR3937199	BT_S4	Immune cell	1001000247	Regular	Tumor	8	G9
SRR3937200	BT_S4	Immune cell	1001000247	Regular	Tumor	8	C7
SRR3937201	BT_S4	Immune cell	1001000247	Regular	Tumor	8	G2
SRR3937202	BT_S4	Neoplastic	1001000247	Neoplastic	Tumor	11	H4
SRR3937203	BT_S4	Neoplastic	1001000247	Neoplastic	Tumor	11	F1
SRR3937204	BT_S4	Immune cell	1001000247	Regular	Tumor	8	H10
SRR3937205	BT_S4	Immune cell	1001000247	Regular	Tumor	8	C2
SRR3937206	BT_S4	Immune cell	1001000247	Regular	Tumor	8	E10
SRR3937207	BT_S4	Vascular	1001000247	Regular	Tumor	3	H7
SRR3937208	BT_S4	Immune cell	1001000247	Regular	Tumor	8	D3
SRR3937209	BT_S4	Immune cell	1001000247	Regular	Tumor	8	E7
SRR3937210	BT_S4	Immune cell	1001000247	Regular	Tumor	8	E9
SRR3937211	BT_S4	Immune cell	1001000247	Regular	Tumor	8	C12
SRR3937212	BT_S4	Immune cell	1001000247	Regular	Tumor	8	D7
SRR3937213	BT_S4	Neoplastic	1001000247	Neoplastic	Tumor	11	G4
SRR3937214	BT_S4	Immune cell	1001000247	Regular	Tumor	8	H1
SRR3937215	BT_S4	Immune cell	1001000247	Regular	Tumor	8	E6
SRR3937216	BT_S4	Immune cell	1001000247	Regular	Tumor	8	D9
SRR3937217	BT_S4	Immune cell	1001000247	Regular	Tumor	8	H3
SRR3937218	BT_S4	Immune cell	1001000247	Regular	Tumor	8	D12
SRR3937219	BT_S4	Immune cell	1001000247	Regular	Tumor	8	C5
SRR3937220	BT_S4	Immune cell	1001000247	Regular	Tumor	8	H11
SRR3937221	BT_S4	Immune cell	1001000247	Regular	Tumor	8	F6
SRR3937222	BT_S4	Immune cell	1001000247	Regular	Tumor	8	F12
SRR3937223	BT_S4	Neoplastic	1001000247	Neoplastic	Tumor	1	C3
SRR3937224	BT_S4	Immune cell	1001000247	Regular	Tumor	8	G8
SRR3937225	BT_S4	Immune cell	1001000247	Regular	Tumor	8	D5
SRR3937226	BT_S4	Immune cell	1001000247	Regular	Tumor	8	G1
SRR3937227	BT_S4	Immune cell	1001000247	Regular	Tumor	8	F8
SRR3937228	BT_S4	Immune cell	1001000248	Regular	Periphery	7	G2
SRR3937229	BT_S4	OPC	1001000248	Regular	Periphery	9	E9
SRR3937230	BT_S4	Immune cell	1001000248	Regular	Periphery	7	E2
SRR3937231	BT_S4	OPC	1001000248	Regular	Periphery	9	H7
SRR3937232	BT_S4	Immune cell	1001000248	Regular	Periphery	7	F7
SRR3937233	BT_S4	OPC	1001000248	Regular	Periphery	9	F1
SRR3937234	BT_S4	OPC	1001000248	Regular	Periphery	9	D8
SRR3937235	BT_S4	OPC	1001000248	Regular	Periphery	9	G8
SRR3937236	BT_S4	OPC	1001000248	Regular	Periphery	9	B8
SRR3937237	BT_S4	OPC	1001000248	Regular	Periphery	9	H5
SRR3937238	BT_S4	OPC	1001000248	Regular	Periphery	9	A9
SRR3937239	BT_S4	Immune cell	1001000248	Regular	Periphery	7	C6
SRR3937240	BT_S4	OPC	1001000248	Regular	Periphery	9	A2
SRR3937241	BT_S4	OPC	1001000248	Regular	Periphery	9	D2
SRR3937242	BT_S4	OPC	1001000248	Regular	Periphery	9	B4
SRR3937243	BT_S4	Immune cell	1001000248	Regular	Periphery	7	A5
SRR3937244	BT_S4	Immune cell	1001000248	Regular	Periphery	7	G4
SRR3937245	BT_S4	OPC	1001000248	Regular	Periphery	9	E4
SRR3937246	BT_S4	Immune cell	1001000248	Regular	Periphery	8	C8
SRR3937247	BT_S4	OPC	1001000248	Regular	Periphery	9	H9
SRR3937248	BT_S4	OPC	1001000248	Regular	Periphery	9	F10
SRR3937249	BT_S4	OPC	1001000248	Regular	Periphery	9	A7
SRR3937250	BT_S4	OPC	1001000248	Regular	Periphery	9	F9
SRR3937251	BT_S4	Immune cell	1001000248	Regular	Periphery	7	F3
SRR3937252	BT_S4	Immune cell	1001000248	Regular	Periphery	7	H11
SRR3937253	BT_S4	OPC	1001000248	Regular	Periphery	9	E11
SRR3937254	BT_S4	OPC	1001000248	Regular	Periphery	9	B6
SRR3937255	BT_S4	Immune cell	1001000248	Regular	Periphery	7	B9
SRR3937256	BT_S4	OPC	1001000248	Regular	Periphery	9	G12
SRR3937257	BT_S4	OPC	1001000248	Regular	Periphery	9	A4
SRR3937258	BT_S4	OPC	1001000248	Regular	Periphery	9	D11
SRR3937259	BT_S4	Immune cell	1001000248	Regular	Periphery	7	A6
SRR3937260	BT_S4	Immune cell	1001000248	Regular	Periphery	7	F5
SRR3937261	BT_S4	Immune cell	1001000248	Regular	Periphery	7	G3
SRR3937262	BT_S4	Immune cell	1001000248	Regular	Periphery	7	D5
SRR3937263	BT_S4	Immune cell	1001000248	Regular	Periphery	7	H2
SRR3937264	BT_S4	OPC	1001000248	Regular	Periphery	9	B7
SRR3937265	BT_S4	OPC	1001000248	Regular	Periphery	9	B2
SRR3937266	BT_S4	Immune cell	1001000248	Regular	Periphery	7	C2
SRR3937267	BT_S4	OPC	1001000248	Regular	Periphery	9	E7
SRR3937268	BT_S4	Immune cell	1001000248	Regular	Periphery	7	H10
SRR3937269	BT_S4	Immune cell	1001000248	Regular	Periphery	7	D7
SRR3937270	BT_S4	OPC	1001000248	Regular	Periphery	9	G7
SRR3937271	BT_S4	Immune cell	1001000248	Regular	Periphery	8	E8
SRR3937272	BT_S4	Immune cell	1001000248	Regular	Periphery	7	B3
SRR3937273	BT_S4	OPC	1001000248	Regular	Periphery	9	E3
SRR3937274	BT_S4	OPC	1001000248	Regular	Periphery	9	B5
SRR3937275	BT_S4	OPC	1001000248	Regular	Periphery	9	B10
SRR3937276	BT_S4	OPC	1001000248	Regular	Periphery	9	F11
SRR3937277	BT_S4	Immune cell	1001000248	Regular	Periphery	7	D9
SRR3937278	BT_S4	Immune cell	1001000248	Regular	Periphery	7	A10
SRR3937279	BT_S4	OPC	1001000248	Regular	Periphery	9	H8
SRR3937280	BT_S4	OPC	1001000248	Regular	Periphery	9	D1
SRR3937281	BT_S4	OPC	1001000248	Regular	Periphery	9	C9
SRR3937282	BT_S4	OPC	1001000248	Regular	Periphery	9	F2
SRR3937283	BT_S4	Immune cell	1001000248	Regular	Periphery	7	F8
SRR3937284	BT_S4	Immune cell	1001000248	Regular	Periphery	7	E10
SRR3937285	BT_S4	Immune cell	1001000248	Regular	Periphery	7	A8
SRR3937286	BT_S4	Immune cell	1001000248	Regular	Periphery	7	G1
SRR3937287	BT_S4	Immune cell	1001000248	Regular	Periphery	7	H3
SRR3937288	BT_S4	Immune cell	1001000248	Regular	Periphery	7	D10
SRR3937289	BT_S4	OPC	1001000248	Regular	Periphery	9	C7
SRR3937290	BT_S4	OPC	1001000248	Regular	Periphery	9	E5
SRR3937291	BT_S4	OPC	1001000248	Regular	Periphery	9	D4
SRR3937292	BT_S4	OPC	1001000248	Regular	Periphery	9	C3
SRR3937293	BT_S4	Immune cell	1001000248	Regular	Periphery	7	E6
SRR3937294	BT_S4	Immune cell	1001000248	Regular	Periphery	7	C1
SRR3937295	BT_S4	OPC	1001000248	Regular	Periphery	9	G11
SRR3937296	BT_S4	OPC	1001000248	Regular	Periphery	9	A3
SRR3937297	BT_S4	OPC	1001000248	Regular	Periphery	9	H1
SRR3937298	BT_S4	Immune cell	1001000248	Regular	Periphery	7	B1
SRR3937299	BT_S4	OPC	1001000248	Regular	Periphery	9	G9
SRR3937300	BT_S4	Immune cell	1001000248	Regular	Periphery	7	D6
SRR3937301	BT_S4	OPC	1001000248	Regular	Periphery	9	G5
SRR3937302	BT_S4	Immune cell	1001000248	Regular	Periphery	7	A1
SRR3937303	BT_S4	OPC	1001000248	Regular	Periphery	9	C5
SRR3937304	BT_S4	OPC	1001000248	Regular	Periphery	9	F6
SRR3937305	BT_S4	OPC	1001000248	Regular	Periphery	9	C11
SRR3937306	BT_S4	Immune cell	1001000248	Regular	Periphery	7	E1
SRR3937307	BT_S4	Immune cell	1001000249	Regular	Periphery	8	F3
SRR3937308	BT_S4	OPC	1001000249	Regular	Periphery	9	E4
SRR3937309	BT_S4	Neuron	1001000249	Regular	Periphery	5	H2
SRR3937310	BT_S4	OPC	1001000249	Regular	Periphery	9	D8
SRR3937311	BT_S4	OPC	1001000249	Regular	Periphery	9	C2
SRR3937312	BT_S4	OPC	1001000249	Regular	Periphery	9	E2
SRR3937313	BT_S4	OPC	1001000249	Regular	Periphery	9	B3
SRR3937314	BT_S4	OPC	1001000249	Regular	Periphery	9	G11
SRR3937315	BT_S4	OPC	1001000249	Regular	Periphery	9	G2
SRR3937316	BT_S4	OPC	1001000249	Regular	Periphery	9	D3
SRR3937317	BT_S4	OPC	1001000249	Regular	Periphery	9	E5
SRR3937318	BT_S4	OPC	1001000249	Regular	Periphery	9	F8
SRR3937319	BT_S4	OPC	1001000249	Regular	Periphery	9	D6
SRR3937320	BT_S4	Immune cell	1001000249	Regular	Periphery	7	H7
SRR3937321	BT_S4	OPC	1001000249	Regular	Periphery	9	H6
SRR3937322	BT_S4	OPC	1001000249	Regular	Periphery	9	F12
SRR3937323	BT_S4	OPC	1001000249	Regular	Periphery	9	B5
SRR3937324	BT_S4	OPC	1001000249	Regular	Periphery	9	F6
SRR3937325	BT_S4	Immune cell	1001000249	Regular	Periphery	7	E11
SRR3937326	BT_S4	OPC	1001000249	Regular	Periphery	9	H9
SRR3937327	BT_S4	Immune cell	1001000249	Regular	Periphery	7	F1
SRR3937328	BT_S4	OPC	1001000249	Regular	Periphery	9	G10
SRR3937329	BT_S4	OPC	1001000249	Regular	Periphery	9	E9
SRR3937330	BT_S4	Neoplastic	1001000249	Neoplastic	Periphery	11	H4
SRR3937331	BT_S4	OPC	1001000249	Regular	Periphery	9	F10
SRR3937332	BT_S4	OPC	1001000249	Regular	Periphery	9	G5
SRR3937333	BT_S4	OPC	1001000249	Regular	Periphery	9	B12
SRR3937334	BT_S4	OPC	1001000249	Regular	Periphery	9	G3
SRR3937335	BT_S4	OPC	1001000249	Regular	Periphery	9	E8
SRR3937336	BT_S4	Immune cell	1001000249	Regular	Periphery	7	D11
SRR3937337	BT_S4	Immune cell	1001000249	Regular	Periphery	7	B4
SRR3937338	BT_S4	OPC	1001000249	Regular	Periphery	9	E3
SRR3937339	BT_S4	OPC	1001000249	Regular	Periphery	9	G1
SRR3937340	BT_S4	Immune cell	1001000249	Regular	Periphery	8	E6
SRR3937341	BT_S4	OPC	1001000249	Regular	Periphery	9	D4
SRR3937342	BT_S4	OPC	1001000249	Regular	Periphery	9	F7
SRR3937343	BT_S4	OPC	1001000249	Regular	Periphery	9	C3
SRR3937344	BT_S4	OPC	1001000249	Regular	Periphery	9	H8
SRR3937345	BT_S4	Immune cell	1001000249	Regular	Periphery	7	G12
SRR3937346	BT_S4	OPC	1001000249	Regular	Periphery	9	E1
SRR3937347	BT_S4	Immune cell	1001000249	Regular	Periphery	7	F4
SRR3937348	BT_S4	OPC	1001000249	Regular	Periphery	9	E12
SRR3937349	BT_S4	OPC	1001000249	Regular	Periphery	9	A3
SRR3937350	BT_S4	Neoplastic	1001000249	Neoplastic	Periphery	11	F2
SRR3937351	BT_S4	Immune cell	1001000249	Regular	Periphery	7	D1
SRR3937352	BT_S4	Immune cell	1001000249	Regular	Periphery	7	G8
SRR3937353	BT_S4	OPC	1001000249	Regular	Periphery	9	G9
SRR3937354	BT_S4	OPC	1001000249	Regular	Periphery	9	H1
SRR3937355	BT_S4	OPC	1001000249	Regular	Periphery	9	H3
SRR3937356	BT_S4	OPC	1001000249	Regular	Periphery	9	F11
SRR3937357	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	A4
SRR3937358	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	C2
SRR3937359	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	1	D1
SRR3937360	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	B8
SRR3937361	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	1	F5
SRR3937362	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	G3
SRR3937363	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	H7
SRR3937364	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	1	F2
SRR3937365	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	E2
SRR3937366	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	A2
SRR3937367	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	B2
SRR3937368	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	G7
SRR3937369	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	B12
SRR3937370	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	B3
SRR3937371	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	H5
SRR3937372	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	G1
SRR3937373	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	G9
SRR3937374	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	F6
SRR3937375	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	G4
SRR3937376	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	A3
SRR3937377	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	C1
SRR3937378	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	D4
SRR3937379	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	E1
SRR3937380	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	C5
SRR3937381	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	C11
SRR3937382	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	1	E9
SRR3937383	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	F7
SRR3937384	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	B4
SRR3937385	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	C10
SRR3937386	BT_S4	Immune cell	1001000250	Regular	Tumor	8	H6
SRR3937387	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	B1
SRR3937388	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	G2
SRR3937389	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	A6
SRR3937390	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	F9
SRR3937391	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	E4
SRR3937392	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	C4
SRR3937393	BT_S4	Neoplastic	1001000250	Neoplastic	Tumor	11	H4
SRR3937394	BT_S4	Neoplastic	1001000251	Neoplastic	Tumor	11	C10
SRR3937395	BT_S4	Neoplastic	1001000251	Neoplastic	Tumor	11	F5
SRR3937396	BT_S4	Neoplastic	1001000251	Neoplastic	Tumor	11	B12
SRR3937397	BT_S4	Neoplastic	1001000252	Neoplastic	Tumor	11	B2
SRR3937398	BT_S4	Neoplastic	1001000252	Neoplastic	Tumor	11	G6
SRR3937399	BT_S4	Neoplastic	1001000252	Neoplastic	Tumor	11	D5
SRR3937400	BT_S4	Neoplastic	1001000252	Neoplastic	Tumor	11	A6
SRR3937401	BT_S4	Neoplastic	1001000252	Neoplastic	Tumor	11	H3
SRR3937402	BT_S4	Neoplastic	1001000252	Neoplastic	Tumor	11	B1
SRR3937403	BT_S4	Neoplastic	1001000252	Neoplastic	Tumor	11	C6
SRR3937404	BT_S4	Neoplastic	1001000252	Neoplastic	Tumor	11	G9
SRR3937405	BT_S4	Neoplastic	1001000252	Neoplastic	Tumor	11	G12
SRR3937406	BT_S4	Neoplastic	1001000252	Neoplastic	Tumor	11	A12
SRR3937407	BT_S4	Astocyte	1001000253	Regular	Periphery	10	G6
SRR3937408	BT_S4	Neoplastic	1001000253	Neoplastic	Periphery	11	B5
SRR3937409	BT_S4	Astocyte	1001000253	Regular	Periphery	10	H2
SRR3937410	BT_S4	Neoplastic	1001000253	Neoplastic	Periphery	11	F6
SRR3937411	BT_S4	Astocyte	1001000253	Regular	Periphery	10	B11
SRR3937412	BT_S4	OPC	1001000253	Regular	Periphery	9	H11
SRR3937413	BT_S4	OPC	1001000253	Regular	Periphery	9	H9
SRR3937414	BT_S4	OPC	1001000253	Regular	Periphery	9	A10
SRR3937415	BT_S4	Astocyte	1001000253	Regular	Periphery	10	E5
SRR3937416	BT_S4	OPC	1001000253	Regular	Periphery	9	H7
SRR3937417	BT_S4	Astocyte	1001000253	Regular	Periphery	10	E12
SRR3937418	BT_S4	Neoplastic	1001000253	Neoplastic	Periphery	11	B1
SRR3937419	BT_S4	Astocyte	1001000253	Regular	Periphery	10	G12
SRR3937420	BT_S4	OPC	1001000253	Regular	Periphery	9	D6
SRR3937421	BT_S4	OPC	1001000253	Regular	Periphery	9	F9
SRR3937422	BT_S4	Astocyte	1001000253	Regular	Periphery	10	E9
SRR3937423	BT_S4	Neoplastic	1001000253	Neoplastic	Periphery	11	A9
SRR3937424	BT_S4	Astocyte	1001000253	Regular	Periphery	10	H5
SRR3937425	BT_S4	Neoplastic	1001000253	Neoplastic	Periphery	11	G2
SRR3937426	BT_S4	OPC	1001000253	Regular	Periphery	9	F11
SRR3937427	BT_S4	OPC	1001000253	Regular	Periphery	9	B7
SRR3937428	BT_S4	OPC	1001000253	Regular	Periphery	9	A7
SRR3937429	BT_S4	Astocyte	1001000253	Regular	Periphery	10	H1
SRR3937430	BT_S4	Neoplastic	1001000253	Neoplastic	Periphery	11	A11
SRR3937431	BT_S4	Astocyte	1001000253	Regular	Periphery	10	E4
SRR3937432	BT_S4	OPC	1001000253	Regular	Periphery	9	D9
SRR3937433	BT_S4	Neoplastic	1001000253	Neoplastic	Periphery	11	F7
SRR3937434	BT_S4	Astocyte	1001000253	Regular	Periphery	10	D8
SRR3937435	BT_S4	OPC	1001000253	Regular	Periphery	9	B6
SRR3937436	BT_S4	Astocyte	1001000253	Regular	Periphery	10	C10
SRR3937437	BT_S4	Neoplastic	1001000253	Neoplastic	Periphery	11	E1
SRR3937438	BT_S4	Neoplastic	1001000253	Neoplastic	Periphery	11	F1
SRR3937439	BT_S4	OPC	1001000253	Regular	Periphery	9	H8
SRR3937440	BT_S4	Astocyte	1001000253	Regular	Periphery	10	C4
SRR3937441	BT_S4	Astocyte	1001000253	Regular	Periphery	10	G1
SRR3937442	BT_S4	Neoplastic	1001000253	Neoplastic	Periphery	11	B4
SRR3937443	BT_S4	Astocyte	1001000253	Regular	Periphery	10	A8
SRR3937444	BT_S4	Astocyte	1001000253	Regular	Periphery	10	H4
SRR3937445	BT_S4	Astocyte	1001000253	Regular	Periphery	10	D5
SRR3937446	BT_S4	Astocyte	1001000253	Regular	Periphery	10	C6
SRR3937447	BT_S4	OPC	1001000253	Regular	Periphery	9	F12
SRR3937448	BT_S4	Astocyte	1001000253	Regular	Periphery	10	G7
SRR3937449	BT_S4	OPC	1001000253	Regular	Periphery	9	D10
SRR3937450	BT_S4	Oligodendrocyte	1001000254	Regular	Periphery	2	C4
SRR3937451	BT_S4	Astocyte	1001000254	Regular	Periphery	10	G7
SRR3937452	BT_S4	OPC	1001000254	Regular	Periphery	9	E5
SRR3937453	BT_S4	OPC	1001000254	Regular	Periphery	9	C8
SRR3937454	BT_S4	Astocyte	1001000254	Regular	Periphery	10	C11
SRR3937455	BT_S4	OPC	1001000254	Regular	Periphery	9	H10
SRR3937456	BT_S4	OPC	1001000254	Regular	Periphery	9	F6
SRR3937457	BT_S4	OPC	1001000254	Regular	Periphery	9	G9
SRR3937458	BT_S4	Astocyte	1001000254	Regular	Periphery	10	G10
SRR3937459	BT_S4	OPC	1001000254	Regular	Periphery	9	G5
SRR3937460	BT_S4	Astocyte	1001000254	Regular	Periphery	10	D10
SRR3937461	BT_S4	Astocyte	1001000254	Regular	Periphery	10	E1
SRR3937462	BT_S4	OPC	1001000254	Regular	Periphery	9	F2
SRR3937463	BT_S4	OPC	1001000254	Regular	Periphery	9	C12
SRR3937464	BT_S4	OPC	1001000254	Regular	Periphery	9	E3
SRR3937465	BT_S4	OPC	1001000254	Regular	Periphery	9	C1
SRR3937466	BT_S4	OPC	1001000254	Regular	Periphery	9	A6
SRR3937467	BT_S4	Neoplastic	1001000254	Neoplastic	Periphery	11	E7
SRR3937468	BT_S4	Astocyte	1001000254	Regular	Periphery	10	A10
SRR3937469	BT_S4	Neoplastic	1001000254	Neoplastic	Periphery	11	D8
SRR3937470	BT_S4	OPC	1001000254	Regular	Periphery	9	C3
SRR3937471	BT_S4	Astocyte	1001000254	Regular	Periphery	10	F4
SRR3937472	BT_S4	Oligodendrocyte	1001000254	Regular	Periphery	2	G1
SRR3937473	BT_S4	OPC	1001000254	Regular	Periphery	9	B2
SRR3937474	BT_S4	OPC	1001000254	Regular	Periphery	9	G2
SRR3937475	BT_S4	Neoplastic	1001000254	Neoplastic	Periphery	11	G6
SRR3937476	BT_S4	OPC	1001000254	Regular	Periphery	9	C9
SRR3937477	BT_S4	OPC	1001000254	Regular	Periphery	9	C5
SRR3937478	BT_S4	Astocyte	1001000254	Regular	Periphery	10	F12
SRR3937479	BT_S4	Astocyte	1001000254	Regular	Periphery	10	F3
SRR3937480	BT_S4	OPC	1001000254	Regular	Periphery	9	E2
SRR3937481	BT_S4	Astocyte	1001000254	Regular	Periphery	10	A5
SRR3937482	BT_S4	OPC	1001000254	Regular	Periphery	9	E11
SRR3937483	BT_S4	Neoplastic	1001000254	Neoplastic	Periphery	11	H4
SRR3937484	BT_S4	Neoplastic	1001000254	Neoplastic	Periphery	1	A11
SRR3937485	BT_S4	Astocyte	1001000254	Regular	Periphery	10	G8
SRR3937486	BT_S4	OPC	1001000254	Regular	Periphery	9	A3
SRR3937487	BT_S4	OPC	1001000254	Regular	Periphery	9	A9
SRR3937488	BT_S4	OPC	1001000254	Regular	Periphery	9	F1
SRR3937489	BT_S4	Astocyte	1001000254	Regular	Periphery	10	B5
SRR3937490	BT_S4	OPC	1001000254	Regular	Periphery	9	H5
SRR3937491	BT_S4	Neoplastic	1001000254	Neoplastic	Periphery	11	A7
SRR3937492	BT_S4	Astocyte	1001000254	Regular	Periphery	10	B8
SRR3937493	BT_S4	Neoplastic	1001000254	Neoplastic	Periphery	11	D9
SRR3937494	BT_S4	OPC	1001000254	Regular	Periphery	9	A1
SRR3937495	BT_S4	OPC	1001000254	Regular	Periphery	9	H3
SRR3937496	BT_S4	OPC	1001000254	Regular	Periphery	9	B3
SRR3937497	BT_S4	OPC	1001000254	Regular	Periphery	9	F5
SRR3937498	BT_S4	Neoplastic	1001000254	Neoplastic	Periphery	11	C2
SRR3937499	BT_S4	OPC	1001000254	Regular	Periphery	9	D4
SRR3937500	BT_S4	Astocyte	1001000254	Regular	Periphery	10	D12
