sample	patient	Cell_type	plate_id	neoplastic	tissue	tsne_cluster	well
SRR3935273	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	G9
SRR3935274	BT_S2	OPC	1001000184	Regular	Tumor	9	C8
SRR3935275	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	C2
SRR3935276	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	D4
SRR3935277	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	E11
SRR3935278	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	F2
SRR3935279	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	C7
SRR3935280	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	E4
SRR3935281	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	H7
SRR3935282	BT_S2	OPC	1001000184	Regular	Tumor	9	F8
SRR3935283	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	G2
SRR3935284	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	D2
SRR3935285	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	C12
SRR3935286	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	E6
SRR3935287	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	D11
SRR3935288	BT_S2	OPC	1001000184	Regular	Tumor	9	D8
SRR3935289	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	E9
SRR3935290	BT_S2	Neoplastic	1001000184	Neoplastic	Tumor	11	G3
SRR3935291	BT_S2	OPC	1001000185	Regular	Tumor	9	F9
SRR3935292	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	C9
SRR3935293	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	G6
SRR3935294	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	G11
SRR3935295	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	C7
SRR3935296	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	A5
SRR3935297	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	D10
SRR3935298	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	D5
SRR3935299	BT_S2	OPC	1001000185	Regular	Tumor	9	A11
SRR3935300	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	A7
SRR3935301	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	B12
SRR3935302	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	E5
SRR3935303	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	F12
SRR3935304	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	D3
SRR3935305	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	B9
SRR3935306	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	E11
SRR3935307	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	H5
SRR3935308	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	F4
SRR3935309	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	H8
SRR3935310	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	C5
SRR3935311	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	D2
SRR3935312	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	G2
SRR3935313	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	B7
SRR3935314	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	A1
SRR3935315	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	E3
SRR3935316	BT_S2	OPC	1001000185	Regular	Tumor	9	F10
SRR3935317	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	B5
SRR3935318	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	E8
SRR3935319	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	G8
SRR3935320	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	A3
SRR3935321	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	F6
SRR3935322	BT_S2	OPC	1001000185	Regular	Tumor	9	C3
SRR3935323	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	D9
SRR3935324	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	G5
SRR3935325	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	A8
SRR3935326	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	D7
SRR3935327	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	E1
SRR3935328	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	E6
SRR3935329	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	B8
SRR3935330	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	D11
SRR3935331	BT_S2	OPC	1001000185	Regular	Tumor	9	C8
SRR3935332	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	A4
SRR3935333	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	G7
SRR3935334	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	F8
SRR3935335	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	C1
SRR3935336	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	H11
SRR3935337	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	D6
SRR3935338	BT_S2	OPC	1001000185	Regular	Tumor	9	H2
SRR3935339	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	G12
SRR3935340	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	A12
SRR3935341	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	E10
SRR3935342	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	H1
SRR3935343	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	B6
SRR3935344	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	E4
SRR3935345	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	F11
SRR3935346	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	B1
SRR3935347	BT_S2	OPC	1001000185	Regular	Tumor	9	A6
SRR3935348	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	F1
SRR3935349	BT_S2	OPC	1001000185	Regular	Tumor	9	G1
SRR3935350	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	F3
SRR3935351	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	B11
SRR3935352	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	C4
SRR3935353	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	A9
SRR3935354	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	E2
SRR3935355	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	B4
SRR3935356	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	D1
SRR3935357	BT_S2	OPC	1001000185	Regular	Tumor	9	H9
SRR3935358	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	E9
SRR3935359	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	F5
SRR3935360	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	C6
SRR3935361	BT_S2	OPC	1001000185	Regular	Tumor	9	G4
SRR3935362	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	G3
SRR3935363	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	C2
SRR3935364	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	A2
SRR3935365	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	B2
SRR3935366	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	H7
SRR3935367	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	E7
SRR3935368	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	D12
SRR3935369	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	H4
SRR3935370	BT_S2	Neoplastic	1001000185	Neoplastic	Tumor	11	F7
SRR3935371	BT_S2	Neuron	1001000186	Regular	Periphery	5	D2
SRR3935372	BT_S2	OPC	1001000186	Regular	Periphery	9	E12
SRR3935373	BT_S2	OPC	1001000186	Regular	Periphery	9	B6
SRR3935374	BT_S2	OPC	1001000186	Regular	Periphery	9	E4
SRR3935375	BT_S2	OPC	1001000186	Regular	Periphery	9	B10
SRR3935376	BT_S2	Astocyte	1001000186	Regular	Periphery	10	B4
SRR3935377	BT_S2	OPC	1001000186	Regular	Periphery	9	C8
SRR3935378	BT_S2	OPC	1001000186	Regular	Periphery	9	F6
SRR3935379	BT_S2	OPC	1001000186	Regular	Periphery	9	A2
SRR3935380	BT_S2	OPC	1001000186	Regular	Periphery	9	E10
SRR3935381	BT_S2	OPC	1001000186	Regular	Periphery	9	G12
SRR3935382	BT_S2	OPC	1001000186	Regular	Periphery	9	H4
SRR3935383	BT_S2	OPC	1001000186	Regular	Periphery	9	E1
SRR3935384	BT_S2	Immune cell	1001000186	Regular	Periphery	7	G4
SRR3935385	BT_S2	OPC	1001000186	Regular	Periphery	9	D8
SRR3935386	BT_S2	OPC	1001000186	Regular	Periphery	9	H7
SRR3935387	BT_S2	OPC	1001000186	Regular	Periphery	9	G1
SRR3935388	BT_S2	OPC	1001000186	Regular	Periphery	9	D6
SRR3935389	BT_S2	Neuron	1001000186	Regular	Periphery	5	E7
SRR3935390	BT_S2	OPC	1001000186	Regular	Periphery	9	C4
SRR3935391	BT_S2	OPC	1001000186	Regular	Periphery	9	F7
SRR3935392	BT_S2	OPC	1001000186	Regular	Periphery	9	H3
SRR3935393	BT_S2	Neuron	1001000186	Regular	Periphery	5	F1
SRR3935394	BT_S2	Neuron	1001000186	Regular	Periphery	5	E11
SRR3935395	BT_S2	Oligodendrocyte	1001000186	Regular	Periphery	2	D4
SRR3935396	BT_S2	OPC	1001000186	Regular	Periphery	9	B7
SRR3935397	BT_S2	OPC	1001000186	Regular	Periphery	9	D12
SRR3935398	BT_S2	OPC	1001000186	Regular	Periphery	9	C1
SRR3935399	BT_S2	OPC	1001000186	Regular	Periphery	9	H5
SRR3935400	BT_S2	Immune cell	1001000186	Regular	Periphery	7	A9
SRR3935401	BT_S2	Immune cell	1001000186	Regular	Periphery	7	F9
SRR3935402	BT_S2	Immune cell	1001000186	Regular	Periphery	7	F11
SRR3935403	BT_S2	OPC	1001000186	Regular	Periphery	9	E6
SRR3935404	BT_S2	OPC	1001000186	Regular	Periphery	9	C7
SRR3935405	BT_S2	Neuron	1001000186	Regular	Periphery	5	F5
SRR3935406	BT_S2	OPC	1001000186	Regular	Periphery	9	C10
SRR3935407	BT_S2	OPC	1001000186	Regular	Periphery	9	C6
SRR3935408	BT_S2	OPC	1001000186	Regular	Periphery	9	H2
SRR3935409	BT_S2	Immune cell	1001000186	Regular	Periphery	7	D9
SRR3935410	BT_S2	Immune cell	1001000186	Regular	Periphery	7	D1
SRR3935411	BT_S2	OPC	1001000186	Regular	Periphery	9	G9
SRR3935412	BT_S2	OPC	1001000186	Regular	Periphery	9	A6
SRR3935413	BT_S2	OPC	1001000186	Regular	Periphery	9	B2
SRR3935414	BT_S2	OPC	1001000186	Regular	Periphery	9	A10
SRR3935415	BT_S2	Astocyte	1001000186	Regular	Periphery	10	E9
SRR3935416	BT_S2	Immune cell	1001000186	Regular	Periphery	8	D7
SRR3935417	BT_S2	OPC	1001000186	Regular	Periphery	9	G10
SRR3935418	BT_S2	Astocyte	1001000186	Regular	Periphery	10	H6
SRR3935419	BT_S2	OPC	1001000186	Regular	Periphery	9	D11
SRR3935420	BT_S2	OPC	1001000186	Regular	Periphery	9	C12
SRR3935421	BT_S2	Neuron	1001000186	Regular	Periphery	5	D5
SRR3935422	BT_S2	OPC	1001000186	Regular	Periphery	9	G8
SRR3935423	BT_S2	OPC	1001000186	Regular	Periphery	9	A12
SRR3935424	BT_S2	OPC	1001000186	Regular	Periphery	9	E8
SRR3935425	BT_S2	OPC	1001000186	Regular	Periphery	9	H9
SRR3935426	BT_S2	OPC	1001000186	Regular	Periphery	9	E5
SRR3935427	BT_S2	OPC	1001000186	Regular	Periphery	9	B11
SRR3935428	BT_S2	OPC	1001000186	Regular	Periphery	9	G5
SRR3935429	BT_S2	OPC	1001000186	Regular	Periphery	9	F10
SRR3935430	BT_S2	Immune cell	1001000186	Regular	Periphery	7	C9
SRR3935431	BT_S2	Neuron	1001000186	Regular	Periphery	5	D3
SRR3935432	BT_S2	OPC	1001000187	Regular	Periphery	9	F1
SRR3935433	BT_S2	OPC	1001000187	Regular	Periphery	9	A3
SRR3935434	BT_S2	OPC	1001000187	Regular	Periphery	9	A8
SRR3935435	BT_S2	OPC	1001000187	Regular	Periphery	9	A11
SRR3935436	BT_S2	OPC	1001000187	Regular	Periphery	9	H6
SRR3935437	BT_S2	Immune cell	1001000187	Regular	Periphery	7	G6
SRR3935438	BT_S2	OPC	1001000187	Regular	Periphery	9	F7
SRR3935439	BT_S2	OPC	1001000187	Regular	Periphery	9	B9
SRR3935440	BT_S2	Immune cell	1001000187	Regular	Periphery	7	D1
SRR3935441	BT_S2	OPC	1001000187	Regular	Periphery	9	B6
SRR3935442	BT_S2	OPC	1001000187	Regular	Periphery	9	G4
SRR3935443	BT_S2	Immune cell	1001000187	Regular	Periphery	7	C8
SRR3935444	BT_S2	OPC	1001000187	Regular	Periphery	9	D11
SRR3935445	BT_S2	OPC	1001000187	Regular	Periphery	9	C1
SRR3935446	BT_S2	OPC	1001000187	Regular	Periphery	9	B12
SRR3935447	BT_S2	Astocyte	1001000187	Regular	Periphery	10	G3
SRR3935448	BT_S2	OPC	1001000187	Regular	Periphery	9	B4
SRR3935449	BT_S2	OPC	1001000187	Regular	Periphery	9	G2
SRR3935450	BT_S2	Neuron	1001000187	Regular	Periphery	5	G10
SRR3935451	BT_S2	Astocyte	1001000187	Regular	Periphery	10	D2
SRR3935452	BT_S2	Neuron	1001000187	Regular	Periphery	5	C7
SRR3935453	BT_S2	OPC	1001000187	Regular	Periphery	9	F5
SRR3935454	BT_S2	OPC	1001000187	Regular	Periphery	9	A7
SRR3935455	BT_S2	OPC	1001000187	Regular	Periphery	9	F11
SRR3935456	BT_S2	OPC	1001000187	Regular	Periphery	9	F8
SRR3935457	BT_S2	OPC	1001000187	Regular	Periphery	9	B2
SRR3935458	BT_S2	OPC	1001000187	Regular	Periphery	9	D8
SRR3935459	BT_S2	OPC	1001000187	Regular	Periphery	9	E6
SRR3935460	BT_S2	OPC	1001000187	Regular	Periphery	9	H8
SRR3935461	BT_S2	OPC	1001000187	Regular	Periphery	9	E11
SRR3935462	BT_S2	OPC	1001000187	Regular	Periphery	9	C2
SRR3935463	BT_S2	Astocyte	1001000187	Regular	Periphery	10	H1
SRR3935464	BT_S2	OPC	1001000187	Regular	Periphery	9	C5
SRR3935465	BT_S2	Neuron	1001000187	Regular	Periphery	5	E4
SRR3935466	BT_S2	OPC	1001000187	Regular	Periphery	9	H3
SRR3935467	BT_S2	OPC	1001000187	Regular	Periphery	9	F2
SRR3935468	BT_S2	OPC	1001000187	Regular	Periphery	9	B7
SRR3935469	BT_S2	OPC	1001000187	Regular	Periphery	9	A12
SRR3935470	BT_S2	OPC	1001000187	Regular	Periphery	9	A9
SRR3935471	BT_S2	OPC	1001000187	Regular	Periphery	9	D7
SRR3935472	BT_S2	OPC	1001000187	Regular	Periphery	9	H7
SRR3935473	BT_S2	OPC	1001000187	Regular	Periphery	9	B11
SRR3935474	BT_S2	Neuron	1001000187	Regular	Periphery	5	F6
SRR3935475	BT_S2	Neuron	1001000187	Regular	Periphery	5	G5
SRR3935476	BT_S2	OPC	1001000187	Regular	Periphery	9	B5
SRR3935477	BT_S2	Neuron	1001000187	Regular	Periphery	5	A2
SRR3935478	BT_S2	Immune cell	1001000187	Regular	Periphery	7	G9
SRR3935479	BT_S2	OPC	1001000187	Regular	Periphery	9	H5
SRR3935480	BT_S2	Neuron	1001000187	Regular	Periphery	5	C6
SRR3935481	BT_S2	Neuron	1001000187	Regular	Periphery	5	E9
SRR3935482	BT_S2	OPC	1001000187	Regular	Periphery	9	E2
SRR3935483	BT_S2	OPC	1001000187	Regular	Periphery	9	D12
SRR3935484	BT_S2	OPC	1001000187	Regular	Periphery	9	G12
SRR3935485	BT_S2	Astocyte	1001000187	Regular	Periphery	10	E3
SRR3935486	BT_S2	Astocyte	1001000187	Regular	Periphery	10	F4
SRR3935487	BT_S2	OPC	1001000187	Regular	Periphery	9	D9
SRR3935488	BT_S2	OPC	1001000187	Regular	Periphery	9	G8
SRR3935489	BT_S2	OPC	1001000187	Regular	Periphery	9	B10
SRR3935490	BT_S2	Neuron	1001000187	Regular	Periphery	5	H11
SRR3935491	BT_S2	OPC	1001000187	Regular	Periphery	9	G1
SRR3935492	BT_S2	Immune cell	1001000187	Regular	Periphery	7	C4
SRR3935493	BT_S2	Neuron	1001000187	Regular	Periphery	5	E12
SRR3935494	BT_S2	OPC	1001000187	Regular	Periphery	9	A4
SRR3935495	BT_S2	OPC	1001000187	Regular	Periphery	9	B8
SRR3935496	BT_S2	Astocyte	1001000187	Regular	Periphery	10	F9
SRR3935497	BT_S2	Neuron	1001000187	Regular	Periphery	5	F10
SRR3935498	BT_S2	OPC	1001000187	Regular	Periphery	9	H2
SRR3935499	BT_S2	Immune cell	1001000187	Regular	Periphery	7	B1
SRR3935500	BT_S2	Neuron	1001000187	Regular	Periphery	5	F3
SRR3935501	BT_S2	OPC	1001000187	Regular	Periphery	9	C12
SRR3935502	BT_S2	OPC	1001000187	Regular	Periphery	9	D6
SRR3935503	BT_S2	OPC	1001000187	Regular	Periphery	9	C3
SRR3935504	BT_S2	OPC	1001000187	Regular	Periphery	9	G11
SRR3935505	BT_S2	OPC	1001000187	Regular	Periphery	9	E5
SRR3935506	BT_S2	OPC	1001000187	Regular	Periphery	9	B3
SRR3935507	BT_S2	OPC	1001000187	Regular	Periphery	9	A1
SRR3935508	BT_S2	OPC	1001000187	Regular	Periphery	9	E10
SRR3935509	BT_S2	Neoplastic	1001000191	Neoplastic	Tumor	11	B4
SRR3935510	BT_S2	Oligodendrocyte	1001000194	Regular	Periphery	2	G3
SRR3935511	BT_S2	Oligodendrocyte	1001000194	Regular	Periphery	2	G11
SRR3935512	BT_S2	Oligodendrocyte	1001000194	Regular	Periphery	2	F5
SRR3935513	BT_S2	Oligodendrocyte	1001000194	Regular	Periphery	2	G10
SRR3935514	BT_S2	Oligodendrocyte	1001000194	Regular	Periphery	2	E8
SRR3935515	BT_S2	Oligodendrocyte	1001000194	Regular	Periphery	2	C5
SRR3935516	BT_S2	Oligodendrocyte	1001000194	Regular	Periphery	2	G12
SRR3935517	BT_S2	Oligodendrocyte	1001000194	Regular	Periphery	2	C8
SRR3935518	BT_S1	Oligodendrocyte	1001000010	Regular	Periphery	2	D9
SRR3935519	BT_S1	Immune cell	1001000010	Regular	Periphery	8	C1
SRR3935520	BT_S1	Immune cell	1001000010	Regular	Periphery	8	C8
SRR3935521	BT_S1	Immune cell	1001000010	Regular	Periphery	8	G3
SRR3935522	BT_S1	Immune cell	1001000010	Regular	Periphery	8	H3
SRR3935523	BT_S1	Immune cell	1001000010	Regular	Periphery	8	F10
SRR3935524	BT_S1	Immune cell	1001000010	Regular	Periphery	7	F7
SRR3935525	BT_S1	Immune cell	1001000010	Regular	Periphery	8	E8
SRR3935526	BT_S1	Immune cell	1001000010	Regular	Periphery	8	D5
SRR3935527	BT_S1	Immune cell	1001000010	Regular	Periphery	8	F8
SRR3935528	BT_S1	Immune cell	1001000010	Regular	Periphery	8	G2
SRR3935529	BT_S1	Immune cell	1001000010	Regular	Periphery	7	B4
SRR3935530	BT_S1	Immune cell	1001000010	Regular	Periphery	8	C5
SRR3935531	BT_S1	Immune cell	1001000010	Regular	Periphery	7	B5
SRR3935532	BT_S1	Immune cell	1001000010	Regular	Periphery	8	F1
SRR3935533	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	C7
SRR3935534	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A11
SRR3935535	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	E3
SRR3935536	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	E1
SRR3935537	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	E10
SRR3935538	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	F1
SRR3935539	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	E9
SRR3935540	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G4
SRR3935541	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	F6
SRR3935542	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	E4
SRR3935543	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	F3
SRR3935544	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	H5
SRR3935545	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A9
SRR3935546	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G5
SRR3935547	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	C5
SRR3935548	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A5
SRR3935549	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	B1
SRR3935550	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	D10
SRR3935551	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	B2
SRR3935552	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G8
SRR3935553	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	D5
SRR3935554	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	H9
SRR3935555	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A8
SRR3935556	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	E6
SRR3935557	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	F2
SRR3935558	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A4
SRR3935559	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G1
SRR3935560	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	F7
SRR3935561	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	F4
SRR3935562	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	H6
SRR3935563	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	F9
SRR3935564	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	11	C4
SRR3935565	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	C6
SRR3935566	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	C3
SRR3935567	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	F8
SRR3935568	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G9
SRR3935569	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A1
SRR3935570	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G7
SRR3935571	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	D8
SRR3935572	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G10
SRR3935573	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	B3
SRR3935574	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	C1
SRR3935575	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	C9
SRR3935576	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	B5
SRR3935577	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	C10
SRR3935578	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A6
SRR3935579	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	C2
SRR3935580	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G6
SRR3935581	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	D4
SRR3935582	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	B7
SRR3935583	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	11	B10
SRR3935584	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	B11
SRR3935585	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A10
SRR3935586	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	11	D2
SRR3935587	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	D3
SRR3935588	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	H2
SRR3935589	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A3
SRR3935590	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	B8
SRR3935591	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	D11
SRR3935592	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	H10
SRR3935593	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	B6
SRR3935594	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	B4
SRR3935595	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	C8
SRR3935596	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	D1
SRR3935597	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	H7
SRR3935598	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G3
SRR3935599	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	H1
SRR3935600	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A2
SRR3935601	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	F5
SRR3935602	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	D9
SRR3935603	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	C11
SRR3935604	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	H4
SRR3935605	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	E7
SRR3935606	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	H8
SRR3935607	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	H3
SRR3935608	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G2
SRR3935609	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A7
SRR3935610	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	D6
SRR3935611	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	C12
SRR3935612	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	F11
SRR3935613	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	E12
SRR3935614	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G12
SRR3935615	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	E11
SRR3935616	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	B12
SRR3935617	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	D12
SRR3935618	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	A12
SRR3935619	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	F12
SRR3935620	BT_S1	Neoplastic	1001000012	Neoplastic	Tumor	1	G11
SRR3935621	BT_S1	Oligodendrocyte	1001000014	Regular	Periphery	2	H9
SRR3935622	BT_S1	Oligodendrocyte	1001000014	Regular	Periphery	2	B2
SRR3935623	BT_S1	Oligodendrocyte	1001000014	Regular	Periphery	2	G7
SRR3935624	BT_S1	Oligodendrocyte	1001000014	Regular	Periphery	2	E9
SRR3935625	BT_S1	Oligodendrocyte	1001000014	Regular	Periphery	2	C8
